accession,date,pango
OD951683.1,2021-01-22,B.1.1.7
OU810042.1,2021-06-01,AY.4
BS002081.1,2021-11-30,AY.29
OM561292.1,2022-01-24,BA.1.1
OM174359.1,2021-12-15,BA.1.20
OD962549.1,2021-01-23,B.1.1.7
MZ378216.1,2021-04-30,B.1.427
OL939091.1,2021-11-23,AY.103
OM288727.1,2021-11-23,AY.25
OM402968.1,2021-12-06,AY.103
OW098943.1,2021-12-11,BA.1
OL821107.1,2021-12-03,AY.3
MZ025745.1,2021-04-04,B.1.1.7
OW421273.1,2021-12-22,BA.1
OL773875.1,2021-11-29,AY.44
OA994802.1,2020-09-04,B.1.1.51
OM049933.1,2021-11-21,AY.25
OV004352.1,2021-10-16,AY.4
OM012825.1,2021-12-15,BA.1.15
OV089953.1,2021-10-28,AY.4
OL874252.1,2021-12-03,AY.103
ON082545.1,2022-01-28,BA.1.1.18
OD978057.1,2021-01-15,B.1.1.7
MW901718.1,2021-03-20,B.1.575
OK433788.1,2021-09-15,AY.100
OM904874.1,2022-02-01,BA.1.1
OM371338.1,2022-01-09,BA.1.1
OV133545.1,2021-11-13,AY.23
OL920340.1,2021-11-26,AY.25.1
OU030645.1,2021-03-25,unclassifiable
MW960463.1,2021-01-20,B.1.429
OW504268.1,2021-10-02,AY.4.2.2
ON284233.1,2021-07-23,AY.42
MZ591535.1,2021-06-29,B.1.617.2
OU391359.1,2021-05-08,unclassifiable
MW904269.1,2021-03-18,B.1.429
ON070317.1,2022-01-17,BA.1.1.18
OM488767.1,2022-01-18,BA.1.1
MZ280510.1,2021-05-06,B.1.1.7
OW433619.1,2022-01-30,BA.1.1
OM352240.1,2022-01-09,BA.1.1.18
MZ295776.1,2021-05-07,B.1.1.7
MZ376311.1,2021-05-27,B.1.1.7
MZ058026.1,2021-04-10,B.1.1.7
OM229748.1,2021-12-18,B.1.1
MW968268.1,2021-03-25,B.1.1.7
MZ259552.1,2021-03-20,Q.4
OX066284.1,2022-01-16,BA.1.1
OM628538.1,2022-01-28,BA.1.1
MZ133064.1,2021-04-17,B.1.1.7
OU859012.1,2021-09-08,AY.98
OM896074.1,2022-01-19,BA.1.1
OL860712.1,2021-11-20,AY.119
OD977132.1,2021-01-20,B.1.1.7
OL996693.1,2021-12-08,AY.103
OL679027.1,2020-11-01,B.1.1.329
MZ021720.1,2021-04-01,B.1.637
OL842159.1,2020-12-21,B.1.561
OM369585.1,2022-01-11,BA.1.1
OD922597.1,2020-12-29,B.1.1.7
MZ455936.1,2021-04-13,B.1.1.7
OL368903.1,2021-04-27,B.1.1.7
OA981923.1,2020-09-16,B.1.1.286
OM309715.1,2021-12-26,BA.1.15
MZ084026.1,2021-04-07,B.1.1.519
ON615530.1,2022-01-31,BA.1.15
OM488592.1,2022-01-19,BA.1.1
OL829294.1,2021-11-11,AY.3.1
OL946746.1,2021-11-04,AY.44
OD959082.1,2021-01-22,B.1.1.7
OD928583.1,2020-12-29,B.1.177
OM106908.1,2021-12-21,BA.1.1
OV314943.1,2021-11-13,AY.7
ON023287.1,2022-01-12,BA.1.1
OL840454.1,2021-12-03,AY.44
OM699161.1,2022-01-29,BA.1.1.2
ON474369.1,2022-01-01,BA.1
OB996158.1,2020-11-02,B.1.177.8
OM432525.1,2022-01-01,BA.1
MZ245572.1,2020-10-11,B.1.396
MW667027.1,2021-01-25,B.1.2
OL721050.1,2021-11-23,AY.39
OU793100.1,2021-08-01,AY.4
OM111280.1,2021-09-21,AY.44
OM459332.1,2022-01-12,BA.1.1
MZ013446.1,2021-04-01,B.1.1.7
MZ195754.1,2021-04-24,B.1.1.7
OV004359.1,2021-10-13,AY.43
OM651281.1,2022-01-29,BA.1
OA991766.1,2020-09-29,B.1.1.372
OM274872.1,2021-12-14,AY.39.1
OD984429.1,2021-02-08,B.1.1.7
OL822301.1,2021-11-30,AY.103
OL886311.1,2021-11-14,AY.25.1
ON475395.1,2022-01-09,BA.1.17.2
ON617128.1,2022-01-22,BA.1.1
MZ086165.1,2021-04-06,B.1.1.7
MZ518194.1,2020-10-23,B.1
OW047035.1,2022-01-22,BA.1.1
OL897901.1,2021-12-07,AY.44
OK018350.1,2021-07-12,B.1.1.7
OL909668.1,2021-09-13,AY.44
MZ013850.1,2021-03-30,B.1.1.7
OM584538.1,2022-01-19,BA.1.1.18
OD984925.1,2021-02-13,B.1.1.7
OD966950.1,2021-01-30,B.1.1.7
ON561081.1,2022-01-21,BA.1
ON189911.1,2022-01-25,BA.1.1
OL922557.1,2021-11-12,AY.25
OV091155.1,2021-11-01,AY.4.2.1
MW720488.1,2021-02-17,B.1.2
OL823286.1,2021-11-29,AY.103
ON204626.1,2022-01-24,BA.1.1
MZ514040.1,2021-06-01,B.1.1.7
MZ228824.1,2021-04-27,B.1.1.7
OW123060.1,2022-01-24,BA.1
MW720210.1,2021-02-17,B.1.234
OB989689.1,2020-10-24,B.1.160
OU488344.1,2021-07-09,AY.4
ON011026.1,2022-01-13,BA.1.1
OW484721.1,2022-01-14,unclassifiable
MZ260522.1,2021-03-10,R.1
OL736662.1,2021-11-15,AY.25.1
OD943669.1,2021-01-12,B.1.1.7
OD906966.1,2020-12-10,B.1.1.7
OW102406.1,2021-12-05,AY.4
OX086173.1,2022-01-24,BA.1
OD984714.1,2021-02-05,B.1.1.7
OW468727.1,2021-11-22,AY.4
MZ140882.1,2021-04-19,B.1.1.7
MZ058894.1,2021-04-10,B.1.1.7
MZ414713.1,2021-04-14,B.1.1.7
OM013570.1,2021-12-16,BA.1
OM359931.1,2022-01-04,BA.1.1
OM217235.1,2021-12-27,BA.1.15
OL785851.1,2021-11-09,AY.44
OW509297.1,2021-12-31,BA.1
OK192312.1,2021-03-23,B.1.429
OL844293.1,2020-12-15,B.1.2
MZ832664.1,2021-03-30,B.1.1.7
OL821743.1,2021-12-01,AY.44
OB998548.1,2020-11-09,B.1.1.311
OD952900.1,2021-01-23,B.1.1.7
OB987757.1,2020-10-24,B.1.258.4
MZ538877.1,2021-04-07,B.1.1.7
OM127722.1,2021-12-20,BA.1
MZ101771.1,2021-04-21,B.1.526
OD943091.1,2021-01-11,B.1.1.7
OU998891.1,2021-10-20,AY.43
OW515521.1,2022-01-23,BA.1.15
MZ187633.1,2021-04-18,B.1.1.7
OD901298.1,2020-11-13,B.1.177
MZ036247.1,2021-04-05,B.1.1.7
MZ429112.1,2021-04-17,B.1.1.28
MZ013281.1,2021-04-02,Q.4
OM331422.1,2022-01-04,BA.1.1
ON487714.1,2021-09-03,AY.113
MW592810.1,2021-01-06,B.1.2
OL737984.1,2021-11-17,AY.44
OM269224.1,2022-01-02,AY.103
MZ637970.1,2021-02-19,B.1.526
OW476933.1,2022-01-11,BA.1
MZ319970.1,2021-05-19,B.1.1.7
OL727367.1,2021-11-14,AY.3
ON302216.1,2020-11-05,B.1.160
OM295215.1,2021-10-25,AY.44
MW868735.1,2021-03-10,B.1.2
OU818710.1,2021-05-14,B.1.1.7
OD973073.1,2021-02-04,B.1.1.7
OW101045.1,2021-12-22,BA.1
OM653037.1,2022-01-19,BA.1.1
OL968534.1,2021-12-01,AY.119
OL835511.1,2021-11-22,AY.25
OL902550.1,2021-09-20,AY.81
OU474450.1,2021-05-08,B.1.1.7
OU808169.1,2021-05-28,AY.6
MW446221.1,2020-12-02,B.1.234
OK124164.1,2021-07-20,B.1.617.2
OM394870.1,2022-01-17,BA.1.20
MZ638008.1,2021-02-22,B.1.526
OV082766.1,2021-11-02,AY.4
MZ325197.1,2020-10-29,B.1.2
OM564796.1,2022-01-24,BA.1.15
OD960263.1,2021-01-05,B.1.177
OX090681.1,2022-01-24,BA.1
OM678627.1,2022-01-03,BA.1.1
OM139249.1,2021-12-13,AY.44
OM372128.1,2022-01-11,BA.1.15
MZ722013.1,2020-12-29,B.1.239
OM486688.1,2021-05-04,B.1.526
OM503386.1,2021-12-20,AY.44
OL843989.1,2020-12-02,B.1.609
OD976871.1,2021-01-20,B.1.1.7
MZ035127.1,2021-04-06,B.1.1.7
OM673437.1,2022-01-27,BA.1.1.16
OK426482.1,2020-12-22,B.1.471
OK603730.1,2021-09-21,AY.100
OA992647.1,2020-09-26,B.1.1
OM229100.1,2021-12-28,BA.1
OL877627.1,2021-12-06,AY.103
MZ375615.1,2021-05-09,B.1.1.7
OM651250.1,2022-01-29,BA.1
OM528622.1,2022-01-19,BA.1.1
OU810378.1,2021-01-20,B.1.1.7
OW481303.1,2022-01-04,unclassifiable
OD969198.1,2021-01-29,B.1.1.7
MZ010796.1,2021-03-16,B.1.1.7
OK029125.1,2021-07-31,B.1.617.2
OM461161.1,2021-12-30,BA.1.15
OU800802.1,2021-06-19,B.1.1.7
OM260778.1,2021-12-26,BA.1.14
OW513694.1,2021-09-24,AY.4
MZ321464.1,2021-05-09,B.1.1.7
OD910591.1,2020-12-07,B.1.1.7
MW692928.1,2021-02-09,B.1.243
OM296496.1,2021-12-30,BA.1.15
OM176004.1,2021-12-23,AY.3.1
OD914537.1,2020-12-20,B.1.177
OL967917.1,2021-11-29,AY.103
OL818737.1,2021-11-30,AY.44
OM298592.1,2021-12-29,BA.1.1
OV317306.1,2021-11-29,AY.4
OW499702.1,2021-10-26,AY.4
OM765015.1,2021-09-29,AY.100
MZ214802.1,2021-04-14,B.1.1.7
OU389515.1,2021-06-05,AY.4
OM006381.1,2021-12-14,AY.103
OC997541.1,2020-11-03,B.1.1.311
OM000530.1,2021-10-27,AY.25
MW560761.1,2021-01-14,B.1.2
HG999251.1,2020-11-25,B.1.177.7
OM410380.1,2022-01-10,BA.1.15
ON483988.1,2021-09-07,AY.26
OM120284.1,2021-12-24,AY.44
OA982691.1,2020-09-11,B.1.1
OL947229.1,2021-11-05,AY.3
MZ718477.1,2021-03-16,B.1.429
OX083375.1,2022-01-28,BA.1.17.2
OM170297.1,2021-11-25,AY.44
MZ303941.1,2021-05-02,B.1.1.7
OD971823.1,2021-02-03,B.1.1.7
OM648793.1,2021-12-28,BA.1.1
OW503377.1,2021-10-19,AY.5
MZ451424.1,2021-01-10,B.1.2
OM159720.1,2021-12-19,AY.103
OL799353.1,2021-08-07,AY.3
MZ015131.1,2021-04-07,B.1.1.7
OL889442.1,2021-11-21,AY.44
MZ163937.1,2021-04-22,B.1.1.7
OM503426.1,2021-12-20,BA.1.1
ON441227.1,2021-07-30,AY.43
ON431583.1,2021-11-02,AY.4
OU808470.1,2021-01-13,B.1.1.7
MZ290991.1,2021-05-04,B.1.1.7
OW095985.1,2021-12-13,AY.109
ON204390.1,2022-01-27,BA.1.15
OL714511.1,2021-11-04,AY.20
MW986085.1,2021-03-01,B.1.526
OM123564.1,2021-12-01,AY.44
